name	site	type	phone	full_address	latitude	longitude	rating	working_hours
רובן כרמל Ruben	https://www.rubenisrael.co.il/branches/karmel	חנות כריכים	+972 4-620-8584	שדרות הנשיא 131 חיפה	32.803347	34.9869181	4.4	"{"יום שני": "11:00-23:00", "יום שלישי": "11:00-23:00", "יום רביעי": "11:00-23:00", "יום חמישי": "11:00-23:00", "יום שישי": "11:00-14:30", "יום שבת": "19:30-0:00", "יום ראשון": "11:00-23:00"}"
צ'וקה חיפה	http://www.mychooka.co.il/branch_haifa.html	מסעדה אסייתית	+972 1-700-700-713	שדרות ההסתדרות 51 חיפה	32.7930894	35.0362248	3.4	"{"יום שני": "10:00-21:45", "יום שלישי": "10:00-21:45", "יום רביעי": "10:00-21:45", "יום חמישי": "10:00-21:45", "יום שישי": "10:00-14:45", "יום שבת": "סגור", "יום ראשון": "10:00-21:45"}"
מאמא פיתה	https://israelbusinessguide.com/catalog/hayfa/mama_pita/	מסעדה	+972 4-851-4841	דרך אלנבי 57 חיפה	32.8187699	34.9904662	4.7	"{"יום שני": "8:00-15:00", "יום שלישי": "8:00-15:00", "יום רביעי": "8:00-15:00", "יום חמישי": "8:00-15:00", "יום שישי": "8:00-15:00", "יום שבת": "8:00-15:00", "יום ראשון": "סגור"}"
מסעדות מזון מהיר		מסעדת מזון מהיר	+972 53-741-5254	חלוצי התעשיה 2 חיפה 2629402	32.8110696	35.0697109		"{"יום שני": "10:00-23:30", "יום שלישי": "10:00-23:30", "יום רביעי": "10:00-23:30", "יום חמישי": "10:00-23:30", "יום שישי": "סגור", "יום שבת": "סגור", "יום ראשון": "10:00-23:30"}"
DELICAFE by VIVINO - דלי קפה	http://www.delicafe.co.il/	פטיסרי	+972 74-707-2288	"דרך פיק"א 69 חיפה"	32.7874399	34.9969985	4.4	"{"יום שני": "7:30-15:00", "יום שלישי": "7:30-15:00", "יום רביעי": "7:30-15:00", "יום חמישי": "7:30-15:00", "יום שישי": "7:00-14:30", "יום שבת": "סגור", "יום ראשון": "7:30-15:00"}"
סנדוויץ פלוס חיפה		קייטרינג	+972 54-840-2307	הרצל 92 חיפה 3321608	32.804098	35.0044425	5	"{"יום שני": "פתוח 24 שעות", "יום שלישי": "פתוח 24 שעות", "יום רביעי": "פתוח 24 שעות", "יום חמישי": "פתוח 24 שעות", "יום שישי": "9:00-12:00", "יום שבת": "21:00-0:00", "יום ראשון": "פתוח 24 שעות"}"
הקונדיטוריה של גל	https://www.tabitorder.com/galsbakery	קונדיטוריה	+972 4-838-2928	שדרות הנשיא 131 חיפה 3463415	32.8031044	34.9870605	4.3	"{"יום שני": "5:00-20:00", "יום שלישי": "5:00-20:00", "יום רביעי": "5:00-20:00", "יום חמישי": "5:00-20:00", "יום שישי": "5:00-15:00", "יום שבת": "סגור", "יום ראשון": "5:00-20:00"}"
Secret Bar	https://www.10bis.co.il/	פאב בירה	+972 54-648-0750	נחום דוברין 3 חיפה	32.8181047	34.9999173	4.4	"{"יום שני": "16:00-2:00", "יום שלישי": "16:00-2:00", "יום רביעי": "16:00-2:00", "יום חמישי": "16:00-4:00", "יום שישי": "16:00-4:00", "יום שבת": "16:00-2:00", "יום ראשון": "16:00-2:00"}"
המבורגר סמאש משלוחים	https://tabitisrael.co.il/tabit-order?siteName=smashburger	מסעדת המבורגרים	+972 4-376-1024	חיפה	32.7940463	34.989571		"{"יום שני": "12:00-1:00", "יום שלישי": "12:00-1:00", "יום רביעי": "12:00-1:00", "יום חמישי": "12:00-1:00", "יום שישי": "12:00-1:00", "יום שבת": "12:00-1:00", "יום ראשון": "12:00-1:00"}"
Fruit And Food	https://ypshoping.wixsite.com/fruitandfood	יצרן מזון	+972 52-263-2289	התורן 15 חיפה	32.8272734	34.9625873		"{"יום שני": "7:00-19:00", "יום שלישי": "7:00-19:00", "יום רביעי": "7:00-19:00", "יום חמישי": "7:00-19:00", "יום שישי": "7:00-12:00", "יום שבת": "סגור", "יום ראשון": "7:00-19:00"}"
israel food center		יצואן מזון ומשקאות	+972 50-250-5151	החרש חיפה 26334	32.811407	35.064597		"{"יום שני": "פתוח 24 שעות", "יום שלישי": "פתוח 24 שעות", "יום רביעי": "פתוח 24 שעות", "יום חמישי": "פתוח 24 שעות", "יום שישי": "8:00-14:00", "יום שבת": "סגור", "יום ראשון": "פתוח 24 שעות"}"
שווארמה בכיכר נשר		מסעדת מזון מהיר	+972 54-547-4373	ברק 2 נשר	32.7694898	35.0474634	4.7	"{"יום שני": "11:30-19:00", "יום שלישי": "11:30-19:00", "יום רביעי": "11:30-19:00", "יום חמישי": "11:30-19:00", "יום שישי": "סגור", "יום שבת": "סגור", "יום ראשון": "11:30-19:00"}"
קשת טעמים- נשר	https://www.keshet-teamim.co.il/%D7%A1%D7%A0%D7%99%D7%A4%D7%99%D7%9D/%D7%A1%D7%A0%D7%99%D7%A3-%D7%A0%D7%A9%D7%A8/	סופרמרקט	+972 4-820-2265	הזית 1 נשר	32.7733889	35.0387938	4.2	"{"יום שני": "7:30-21:30", "יום שלישי": "7:30-21:30", "יום רביעי": "7:30-21:30", "יום חמישי": "7:30-21:30", "יום שישי": "7:00-16:00", "יום שבת": "סגור", "יום ראשון": "7:30-21:30"}"
מחסני השוק	http://www.m-shuk.net/	סופרמרקט	+972 4-614-2500	דרך בר יהודה 147 נשר	32.7785192	35.0406357	3.8	"{"יום שני": "9:00-22:00", "יום שלישי": "8:30-22:00", "יום רביעי": "8:30-22:30", "יום חמישי": "8:00-23:00", "יום שישי": "7:00-14:00", "יום שבת": "21:00-22:30", "יום ראשון": "9:00-22:00"}"
"אחים מרסל מרקט (1994) בע"מ"	http://www.marsel.co.il/	סופרמרקט	+972 4-821-0279	הביטחון 8 נשר	32.7765827	35.0390511	4.5	"{"יום שני": "7:30-19:30", "יום שלישי": "7:30-19:30", "יום רביעי": "7:30-19:30", "יום חמישי": "7:30-19:30", "יום שישי": "7:30-14:45", "יום שבת": "סגור", "יום ראשון": "7:30-19:30"}"
גלידת תל-חנן		גלידריה	+972 52-253-8440	דרך בר יהודה 103 נשר	32.7720279	35.047003	4.4	"{"יום שני": "11:30-21:00", "יום שלישי": "11:30-21:00", "יום רביעי": "11:30-21:00", "יום חמישי": "11:30-21:00", "יום שישי": "11:30-18:00", "יום שבת": "11:00-22:00", "יום ראשון": "11:30-21:00"}"
ממלכת האופים	https://bakers.co.il/	חנות לציוד אפייה	+972 4-820-7741	המסילה 22 נשר	32.7810958	35.0375242	4.3	"{"יום שני": "9:00-19:00", "יום שלישי": "9:00-19:00", "יום רביעי": "9:00-19:00", "יום חמישי": "9:00-19:00", "יום שישי": "9:00-14:00", "יום שבת": "סגור", "יום ראשון": "9:00-19:00"}"
השניצליה	https://order.plweb.online/wl/4469#!/rest/4469/menu	מסעדת מזון מהיר	+972 4-820-4242	מתחם רמי לוי דרך בר יהודה 96 נשר	32.7704924	35.0475465	4.4	"{"יום שני": "10:30-21:30", "יום שלישי": "10:30-21:30", "יום רביעי": "10:30-21:30", "יום חמישי": "10:30-21:30", "יום שישי": "סגור", "יום שבת": "סגור", "יום ראשון": "10:30-21:30"}"
ROSMAN Market - Big Check Post Haifa Israel		חנות מכולת		חיפה	32.7865153	35.0305975	4.3	"{"יום שני": "9:00-21:30", "יום שלישי": "9:00-21:30", "יום רביעי": "9:00-21:30", "יום חמישי": "8:30-22:00", "יום שישי": "8:00-15:00", "יום שבת": "8:30-20:00", "יום ראשון": "9:00-21:30"}"
רמי לוי	https://www.rami-levy.co.il/default.asp?catid=%7B2F47FC97-07F1-463F-B863-1F7770CD6214%7D	סופרמרקט זול	+972 4-666-0300	דרך בר יהודה 96 נשר	32.7705497	35.0478477	3.7	"{"יום שני": "8:00-22:00", "יום שלישי": "8:00-22:00", "יום רביעי": "8:00-23:00", "יום חמישי": "7:30-23:00", "יום שישי": "7:30-13:30", "יום שבת": "סגור", "יום ראשון": "8:00-22:00"}"
שופרסל אקספרס	http://shufersal.co.il/	סופרמרקט	+972 4-630-8537	"צה"ל 2-14 נשר"	32.7738645	35.0301094	3.6	"{"יום שני": "7:00-20:30", "יום שלישי": "7:00-20:30", "יום רביעי": "7:00-20:30", "יום חמישי": "7:00-20:30", "יום שישי": "7:00-14:30", "יום שבת": "סגור", "יום ראשון": "7:00-20:30"}"
שווארמה אמיר	https://israelbusinessguide.com/catalog/hayfa/shawarma_amir/	מסעדת שווארמה	+972 4-849-4478	שדרות ההסתדרות 56 חיפה	32.7925949	35.0379486	4.5	"{"יום שני": "10:30-21:00", "יום שלישי": "10:30-21:00", "יום רביעי": "10:30-21:00", "יום חמישי": "10:30-21:00", "יום שישי": "סגור", "יום שבת": "12:00-21:00", "יום ראשון": "10:30-21:00"}"
הום סנטר תל חנן	https://www.homecenter.co.il/	"חנות לציוד "עשה זאת בעצמך"		דרך בר יהודה 147 נשר 3688306	32.78	35.0391667	3.8	"{"יום שני": "9:00-21:00", "יום שלישי": "9:00-21:00", "יום רביעי": "9:00-21:00", "יום חמישי": "9:00-21:00", "יום שישי": "8:30-14:30", "יום שבת": "סגור", "יום ראשון": "9:00-21:00"}"
